update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
6,12288,3540.293542438922,3,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.384915679693222,0.0041647356119938195,0.0034289223549421877,2.383941341577156e-05,0.001712293452945083,0.0,0.0,0.0,0.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
7,14336,3540.235178913061,4,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.385282352566719,0.002640685241203755,0.0016989070863928646,2.2160266553328256e-05,0.001441166920021263,0.0,0.0,0.0,0.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
8,16384,3527.9677116622192,4,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.3855682015419006,0.0008825325276120566,0.0008614021135144867,1.60841511842591e-05,0.0012689141511540015,0.0,0.0,0.0,0.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
9,18432,3549.960219479305,5,0.020833333333333332,0.1428261375083551,0.0,1.0,48.0,0.0,48.0,48.0,1.3834664970636368,0.007536241377238184,-0.006848747012554668,0.003855441798805259,0.011818966029873937,0.020833333333333332,0.1428261375083551,0.0,1.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
10,20480,3556.7482014269335,6,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.3820309340953827,0.008465880469884723,0.004956079646945,8.427180910075549e-05,0.00402979553578014,0.0,0.0,0.0,0.0
11,22528,3501.2140590914873,6,0.020833333333333332,0.1428261375083551,0.0,1.0,48.0,0.0,48.0,48.0,1.3836776465177536,0.009309377346653491,-0.0011423379473853856,0.0032148053069249727,0.010216065447442671,0.020833333333333332,0.1428261375083551,0.0,1.0
12,24576,3511.3527485230948,7,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.383374735713005,0.007975874235853553,0.006766077713109553,5.093110803500167e-05,0.0036066266909348197,0.0,0.0,0.0,0.0
13,26624,3538.7883788435697,7,0.03125,0.17399263633843817,0.0,1.0,48.0,0.0,48.0,48.0,1.3701861053705215,0.013490735902450979,-0.005369812664866913,0.003974580678914208,0.015167975121087286,0.03125,0.17399263633843817,0.0,1.0
14,28672,3529.897345365485,8,0.020833333333333332,0.1428261375083551,0.0,1.0,48.0,0.0,48.0,48.0,1.3780914396047592,0.013749561971053481,-0.004513673411565833,0.004029619041830301,0.012813558981624642,0.020833333333333332,0.1428261375083551,0.0,1.0
15,30720,3501.3953072793297,8,0.020833333333333332,0.1428261375083551,0.0,1.0,48.0,0.0,48.0,48.0,1.3745020478963852,0.011196481471415609,-0.0035833707079291344,0.003994046386651462,0.01541200014573449,0.020833333333333332,0.1428261375083551,0.0,1.0
16,32768,3503.508875283515,9,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.3792950212955475,0.006390904658474028,0.0033151287643704563,4.165702011960093e-05,0.002421424426359423,0.0,0.0,0.0,0.0
17,34816,3499.2971174371423,10,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.382656142115593,0.004511033330345526,0.003581311146263033,1.9207920786357136e-05,0.0016231223244893567,0.0,0.0,0.0,0.0
18,36864,3547.0504304392925,10,0.020833333333333332,0.1428261375083551,0.0,1.0,48.0,0.0,48.0,48.0,1.3793882429599762,0.0068993966560810804,-0.005634959758026525,0.003612837812397629,0.010902016323138787,0.020833333333333332,0.1428261375083551,0.0,1.0
19,38912,3540.006120671856,11,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.3822972625494003,0.00617595569929108,0.0035388411779422313,3.532765140334959e-05,0.0021863648585132333,0.0,0.0,0.0,0.0
20,40960,3516.1519464034486,11,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.3840516209602356,0.004237277345964685,0.0032020607322920114,1.4372498412740242e-05,0.0011574783522969884,0.0,0.0,0.0,0.0
21,43008,3518.4577454173686,12,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.3852699100971222,0.002658587705809623,0.0023981221893336624,7.924316435037326e-06,0.0008369639031636838,0.0,0.0,0.0,0.0
22,45056,3552.586787585124,13,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.3857287466526031,0.0019348426721990108,0.0011428518628235906,6.782525304060982e-06,0.0006606268736587303,0.0,0.0,0.0,0.0
23,47104,3504.130578198186,13,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.3857389241456985,0.0013591434981208295,0.0009403432268300094,5.577548563451273e-06,0.0004175293437475893,0.0,0.0,0.0,0.0
24,49152,3513.8161077992995,14,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.3858017772436142,0.0006568068492924795,0.0005982577604299877,3.87754280950503e-06,0.00037107061318801234,0.0,0.0,0.0,0.0
25,51200,3534.151141860426,14,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.38591630756855,0.0005235499920672737,0.00022174576224642806,4.2648027829272905e-06,0.00037660916337274065,0.0,0.0,0.0,0.0
26,53248,3503.894733879412,15,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.385980561375618,0.00036795440246351063,0.0002509659030920375,3.202831891258029e-06,0.0003287768092627686,0.0,0.0,0.0,0.0
27,55296,3510.0427591025827,15,0.020833333333333332,0.1428261375083551,0.0,1.0,48.0,0.0,48.0,48.0,1.3792581856250763,0.009164468967355788,-0.0073762758111115545,0.004024898036732338,0.009593891716827115,0.020833333333333332,0.1428261375083551,0.0,1.0
28,57344,3512.240021523367,16,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.3846497684717178,0.0016357208078261465,0.0010516999464016408,1.7538036672704038e-05,0.0014291523497893697,0.0,0.0,0.0,0.0
29,59392,3522.9830633042634,17,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.3856010138988495,0.0013437309098662809,0.0008658517035655677,4.905693998580318e-06,0.0005622507241543671,0.0,0.0,0.0,0.0
30,61440,3555.77942409181,17,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.3858239948749542,0.0006908344876137562,0.0005379917347454466,2.6581163297123567e-06,0.0003342743193860772,0.0,0.0,0.0,0.0
31,63488,3548.3515497202607,18,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.385978490114212,0.0005011561297578737,0.000245187116888701,2.4690640429980704e-06,0.0002888128639562702,0.0,0.0,0.0,0.0
32,65536,3505.779516215068,18,0.020833333333333332,0.1428261375083551,0.0,1.0,48.0,0.0,48.0,48.0,1.3749014139175415,0.010539871553191915,-0.008342229062691331,0.004187755606835708,0.01386665420595452,0.020833333333333332,0.1428261375083551,0.0,1.0
33,67584,3496.209328071478,19,0.041666666666666664,0.19982631347136331,0.0,1.0,48.0,0.0,48.0,48.0,1.376393884420395,0.014638555963756517,-0.015339885605499148,0.007342161581618711,0.019854112180289443,0.041666666666666664,0.19982631347136331,0.0,1.0
34,69632,3425.142167210414,20,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.375281184911728,0.009997858200222254,0.007266695145517588,0.00010043948896054644,0.004150675900577681,0.0,0.0,0.0,0.0
35,71680,3519.412057867933,20,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.3804597854614258,0.008721592545043677,0.0059432448470033705,3.141530874017917e-05,0.002397030290503333,0.0,0.0,0.0,0.0
36,73728,3527.5736358883864,21,0.020833333333333332,0.1428261375083551,0.0,1.0,48.0,0.0,48.0,48.0,1.3736486583948135,0.008287800359539688,-0.004332113327109255,0.003697268657560926,0.011946667438534847,0.020833333333333332,0.1428261375083551,0.0,1.0
37,75776,3524.684506329093,21,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.380824163556099,0.009335582726635039,0.005141870176885277,2.7923602601731545e-05,0.0023017398684175173,0.0,0.0,0.0,0.0
38,77824,3511.207783740654,22,0.020833333333333332,0.1428261375083551,0.0,1.0,48.0,0.0,48.0,48.0,1.3796635419130325,0.012322033930104226,-0.000675420174957253,0.003279776359704556,0.008998050881468447,0.020833333333333332,0.1428261375083551,0.0,1.0
39,79872,3495.422585973198,22,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.383516326546669,0.0027316782216075808,0.00258723137085326,1.3700171621167101e-05,0.0018810000838284386,0.0,0.0,0.0,0.0
40,81920,3534.1947640032736,23,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.3847918957471848,0.002104355415212922,0.0008500676049152389,2.9609608702685364e-06,0.0005801655422536603,0.0,0.0,0.0,0.0
41,83968,3513.5459032519975,24,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.3854920864105225,0.0011346764003974386,0.0007871829584473744,1.375210899823287e-06,0.00031703012220304,0.0,0.0,0.0,0.0
42,86016,3544.8328167357,24,0.020833333333333332,0.1428261375083551,0.0,1.0,48.0,0.0,48.0,48.0,1.3772559314966202,0.0091605355264619,-0.008019088709261268,0.004129674503928982,0.008247185822016584,0.020833333333333332,0.1428261375083551,0.0,1.0
43,88064,3519.6427850870905,25,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.382321447134018,0.006894159712828696,0.0031038442393764853,1.7361680193062057e-05,0.001534350540516131,0.0,0.0,0.0,0.0
44,90112,3509.466271892965,25,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.3845422565937042,0.003440627857344225,0.002643900807015598,4.2052285493809904e-06,0.0006616284894152677,0.0,0.0,0.0,0.0
45,92160,3521.0176810540343,26,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.3852124959230423,0.0018171578558394685,0.0015102957258932292,1.1412996698823008e-06,0.00040313991939593623,0.0,0.0,0.0,0.0
46,94208,3535.67273662742,27,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.3855738937854767,0.0009325928258476779,0.0005732546196668409,5.621106993203284e-07,0.0002474256414378345,0.0,0.0,0.0,0.0
47,96256,3483.7994354498555,27,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.3858226835727692,0.0005262574850348756,0.00042066547393915243,3.222540243541516e-07,0.00014474232497324943,0.0,0.0,0.0,0.0
48,98304,3497.8337258076535,28,0.020833333333333332,0.1428261375083551,0.0,1.0,48.0,0.0,48.0,48.0,1.3807323426008224,0.007178775122156367,-0.008021387984626926,0.004131834826694103,0.0105469744548791,0.020833333333333332,0.1428261375083551,0.0,1.0
49,100352,3541.645196189672,28,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.3844911605119705,0.0068337369011715055,0.003884699079208076,2.364753504480177e-05,0.0018910448532940584,0.0,0.0,0.0,0.0
50,102400,3524.480593463044,29,0.041666666666666664,0.19982631347136334,0.0,1.0,48.0,0.0,48.0,48.0,1.370296224951744,0.017392035573720932,-0.01070527988485992,0.007509619928896427,0.015684858115601878,0.041666666666666664,0.19982631347136334,0.0,1.0
51,104448,3500.3808443357784,29,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.3845840096473694,0.0068419756717048585,0.0063647094066254795,3.0897404485585866e-05,0.0027409803775323253,0.0,0.0,0.0,0.0
52,106496,3502.036248593467,30,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.385181024670601,0.005924815312027931,0.0032854564778972417,8.072724597241177e-06,0.0009169898226080702,0.0,0.0,0.0,0.0
53,108544,3459.88022520407,31,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.3856829106807709,0.00338588998420164,0.002331607014639303,3.7062482078908943e-06,0.0006617272238842079,0.0,0.0,0.0,0.0
54,110592,3502.6345770159364,31,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.385836735367775,0.001725514666759409,0.00132367892365437,1.4964378465265327e-06,0.0003723075403134922,0.0,0.0,0.0,0.0
55,112640,3553.402415752903,32,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.3858797252178192,0.0011228783114347607,0.0005477989943756256,1.1872609633201137e-06,0.00022708302866541425,0.0,0.0,0.0,0.0
56,114688,3523.9167020154987,32,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.3859777450561523,0.0006848009725217707,0.0004559127555694431,8.229952754845726e-07,0.0001751854370298495,0.0,0.0,0.0,0.0
57,116736,3539.147051649692,33,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.386007934808731,0.0002961776226584334,0.00024210793344536796,4.868922616196869e-07,0.00014512321218133455,0.0,0.0,0.0,0.0
58,118784,3523.4021278393548,34,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.3860264122486115,0.00022229015667107888,0.00016242189485637937,5.21696321698073e-07,0.00010769580517348605,0.0,0.0,0.0,0.0
59,120832,3487.1583470175233,34,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.386074274778366,5.330528506419796e-05,4.228296518249408e-05,3.339423138015718e-07,0.00010560718591837467,0.0,0.0,0.0,0.0
60,122880,3540.559120780561,35,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.3861052840948105,3.8579329270760354e-05,7.4628551374189556e-06,3.9747854074789757e-07,0.00010869354298991242,0.0,0.0,0.0,0.0
61,124928,3530.484918056369,35,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.386113554239273,6.224645949259866e-05,2.886230481635721e-05,2.7375633315784853e-07,0.00010611164781315822,0.0,0.0,0.0,0.0
62,126976,3509.5393978418006,36,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.386137843132019,-1.016586429614108e-05,3.658464038380771e-07,2.0948445467183774e-07,7.966018953761793e-05,0.0,0.0,0.0,0.0
63,129024,3501.435270034456,36,0.020833333333333332,0.1428261375083551,0.0,1.0,48.0,0.0,48.0,48.0,1.3818392604589462,0.005011707013181876,-0.008390622911974788,0.004131870955461636,0.011463337856010437,0.020833333333333332,0.1428261375083551,0.0,1.0
64,131072,3549.4585451902403,37,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.3824267089366913,0.008811816398520023,0.00522069854196161,1.9665002469082538e-05,0.0016234955265756754,0.0,0.0,0.0,0.0
65,133120,3520.65690138028,38,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.3849424868822098,0.004323013417888433,0.003190074145095423,6.638697129801585e-06,0.001383425655042163,0.0,0.0,0.0,0.0
66,135168,3504.296402908221,38,0.020833333333333332,0.1428261375083551,0.0,1.0,48.0,0.0,48.0,48.0,1.3818112015724182,0.009013323055114597,-0.006208993407199159,0.0030661503842566162,0.009900487324219453,0.020833333333333332,0.1428261375083551,0.0,1.0
67,137216,3503.307405126532,39,0.03125,0.17399263633843817,0.0,1.0,48.0,0.0,48.0,48.0,1.3730761408805847,0.017777755216229707,-0.004394630406750366,0.004273032711353153,0.022714117021155646,0.03125,0.17399263633843817,0.0,1.0
68,139264,3518.362630854186,39,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.3835341334342957,0.006856393360067159,0.0042453820642549545,3.1661238836022676e-05,0.003979471760515579,0.0,0.0,0.0,0.0
69,141312,3509.1078554367277,40,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.384008377790451,0.003034841356566176,0.0025096997269429266,5.928614029926393e-06,0.0014856810394236657,0.0,0.0,0.0,0.0
70,143360,3519.123691379925,41,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.3850931078195572,0.0013385726197157055,0.0007209388932096772,2.365040515428518e-06,0.00038868770514141615,0.0,0.0,0.0,0.0
71,145408,3477.2544102568045,41,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.38541841506958,0.0007654961809748784,0.0005855446433997713,1.2517703567027638e-06,0.00027008715055910654,0.0,0.0,0.0,0.0
72,147456,3518.665285952103,42,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.385834440588951,0.0005189753464946989,0.0003667057571874466,1.0360325148894844e-06,0.00023024891745458405,0.0,0.0,0.0,0.0
73,149504,3519.758160041631,42,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.3853833675384521,0.00016824205340526532,0.0001622896170374588,7.66955892572696e-07,0.0002018929600280228,0.0,0.0,0.0,0.0
74,151552,3511.2694999570795,43,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.3858482986688614,0.00018718746287049726,5.819186617372907e-05,6.124108544725004e-07,0.00021833980802874532,0.0,0.0,0.0,0.0
75,153600,3508.8498409159515,44,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.3858254104852676,5.3348973096944974e-05,5.3035662403999595e-05,4.149350552040687e-07,0.0001621544476815442,0.0,0.0,0.0,0.0
76,155648,3529.0808716197703,44,0.03125,0.17399263633843817,0.0,1.0,48.0,0.0,48.0,48.0,1.376157820224762,0.008668719689012505,-0.008396823097427841,0.00388262217893498,0.013594678327448602,0.03125,0.17399263633843817,0.0,1.0
77,157696,3503.113101253382,45,0.020833333333333332,0.14282613750835507,0.0,1.0,48.0,0.0,48.0,48.0,1.3709586560726166,0.010562053183093667,-0.007264755186042748,0.004051627314765938,0.015064748811731272,0.020833333333333332,0.14282613750835507,0.0,1.0
78,159744,3526.335478160774,45,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.382704108953476,0.008605750510469079,0.008279070549178869,3.608119277487276e-05,0.0033083343171513594,0.0,0.0,0.0,0.0
79,161792,3498.7783069205466,46,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.3834187239408493,0.005938403191976249,0.0032511298777535558,7.799854984114063e-06,0.0009116464079821972,0.0,0.0,0.0,0.0
80,163840,3460.0488567452335,46,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.3850520253181458,0.0032250353251583874,0.0023258391593117267,2.822549873826574e-06,0.0006133246219167814,0.0,0.0,0.0,0.0
81,165888,3511.6570699720373,47,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.3854065537452698,0.0017674273112788796,0.0013363549660425633,1.1244834325907505e-06,0.0004465332079149431,0.0,0.0,0.0,0.0
82,167936,3510.798789235212,48,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.3856780380010605,0.0010871587073779665,0.0005531735259864945,5.698138707543876e-07,0.00028228201728479883,0.0,0.0,0.0,0.0
83,169984,3512.2816683260517,48,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.385752648115158,0.0005662092880811542,0.0004111828930035699,4.816239282945389e-07,0.00019321242885720914,0.0,0.0,0.0,0.0
84,172032,3547.702336008379,49,0.020833333333333332,0.1428261375083551,0.0,1.0,48.0,0.0,48.0,48.0,1.3770688325166702,0.005484690715093166,-0.007768966490402818,0.0035356859661987983,0.011511861641958675,0.020833333333333332,0.1428261375083551,0.0,1.0
85,174080,3532.7630661820285,49,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.3843807727098465,0.006881359266117215,0.004015007638372481,3.8979768305580365e-05,0.0028167600773189544,0.0,0.0,0.0,0.0
86,176128,3505.1772523281657,50,0.020833333333333332,0.1428261375083551,0.0,1.0,48.0,0.0,48.0,48.0,1.3792732656002045,0.005717659125366481,-0.0026696161803556606,0.003533687980961986,0.009301328542015206,0.020833333333333332,0.1428261375083551,0.0,1.0
87,178176,3504.619520267381,51,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.3851347416639328,0.00868644192814827,0.0066538252285681665,2.432746032354771e-05,0.00237230721228061,0.0,0.0,0.0,0.0
88,180224,3518.05138278083,51,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.38560751080513,0.0056570033193565905,0.0030568525253329426,5.959019802048715e-06,0.0009467216432419072,0.0,0.0,0.0,0.0
89,182272,3503.424569348758,52,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.3856783211231232,0.0031123203225433826,0.0022961099166423082,2.527702264387699e-06,0.0005068166782057903,0.0,0.0,0.0,0.0
90,184320,3467.6081322690643,52,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.3859803974628448,0.0016850967076607049,0.001312316453550011,1.087548000100469e-06,0.00031517828469573676,0.0,0.0,0.0,0.0
91,186368,3532.2430004309454,53,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.3860896676778793,0.0010938737395917997,0.0005747256291215308,4.86885070927201e-07,0.00020669572747880822,0.0,0.0,0.0,0.0
92,188416,3525.9765026151535,53,0.020833333333333332,0.1428261375083551,0.0,1.0,48.0,0.0,48.0,48.0,1.3843324184417725,0.0051249667594674975,-0.0049562114145373926,0.0036379643602231226,0.00948580648864179,0.020833333333333332,0.1428261375083551,0.0,1.0
93,190464,3513.0099289295094,54,0.020833333333333332,0.1428261375083551,0.0,1.0,48.0,0.0,48.0,48.0,1.380542665719986,0.009952760447049513,-0.003103519084106665,0.004142965331993764,0.012718349622177279,0.020833333333333332,0.1428261375083551,0.0,1.0
94,192512,3538.0100465422793,55,0.03125,0.17399263633843817,0.0,1.0,48.0,0.0,48.0,48.0,1.367136001586914,0.024136094143614173,0.0004375820135464892,0.003990684883319773,0.012228236570268194,0.03125,0.17399263633843817,0.0,1.0
95,194560,3505.792393474524,55,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.3835156112909317,0.01591757545247674,0.01074154197704047,7.141348669392755e-05,0.003251641938596074,0.0,0.0,0.0,0.0
96,196608,3538.2825696447644,56,0.020833333333333332,0.1428261375083551,0.0,1.0,48.0,0.0,48.0,48.0,1.3790480643510818,0.01712894905358553,-0.0009760106477187946,0.004101519472897053,0.015508417141406198,0.020833333333333332,0.1428261375083551,0.0,1.0
97,198656,3528.6227676361623,56,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.3831581473350525,0.005946773453615606,0.0033607274817768484,1.2225207001392846e-05,0.0015178885209597161,0.0,0.0,0.0,0.0
98,200704,3516.478693415579,57,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.384921282529831,0.0029341343615669757,0.002107775944750756,2.6624657039064914e-06,0.0005059020799025524,0.0,0.0,0.0,0.0
99,202752,3527.4490567184453,58,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.385571762919426,0.0014104476140346378,0.0011808863055193797,7.444269058964892e-07,0.00036687756386330966,0.0,0.0,0.0,0.0
100,204800,3516.4484631693226,58,0.03125,0.17399263633843817,0.0,1.0,48.0,0.0,48.0,48.0,1.383398175239563,0.011223060195334256,-0.007698320492636412,0.004145628088735975,0.009124938720797747,0.03125,0.17399263633843817,0.0,1.0
101,206848,3477.8921756142436,59,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.382598102092743,0.0027748690481530502,0.0021301343222148716,1.4604949228669284e-05,0.001995287753326345,0.0,0.0,0.0,0.0
102,208896,3497.870758595808,59,0.020833333333333332,0.14282613750835507,0.0,1.0,48.0,0.0,48.0,48.0,1.377657100558281,0.008782958902884275,-0.005741151864640415,0.003666570642963052,0.007723880285463301,0.020833333333333332,0.14282613750835507,0.0,1.0
103,210944,3532.7369139683587,60,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.3823982328176498,0.009447671007364988,0.0053729365463368595,2.434409634588519e-05,0.0018019179754536336,0.0,0.0,0.0,0.0
104,212992,3499.7376570157644,60,0.020833333333333332,0.1428261375083551,0.0,1.0,48.0,0.0,48.0,48.0,1.3784686177968979,0.013362924917601049,-0.004595381047693081,0.0039036562466208125,0.01025226164806673,0.020833333333333332,0.1428261375083551,0.0,1.0
105,215040,3497.2612417041196,61,0.020833333333333332,0.1428261375083551,0.0,1.0,48.0,0.0,48.0,48.0,1.3791972398757935,0.014325058786198497,-0.0027965962362941355,0.004164298370596953,0.009195334319077122,0.020833333333333332,0.1428261375083551,0.0,1.0
106,217088,3513.9771004763747,62,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.3825600296258926,0.006562125403434038,0.004338697297498584,1.5080555613167235e-05,0.0017763826990417775,0.0,0.0,0.0,0.0
107,219136,3547.0958363219597,62,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.3845831751823425,0.004318505700211972,0.0031947839306667447,5.014866133024043e-06,0.0007369666575510274,0.0,0.0,0.0,0.0
108,221184,3529.440479580244,63,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.385388195514679,0.0017968629399547353,0.0016475253214593977,1.6036646428574386e-06,0.00047994096649686734,0.0,0.0,0.0,0.0
109,223232,3514.972132483132,63,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,1.3855185508728027,0.001084381750843022,0.0005980778078082949,8.643149627118873e-07,0.00022853513906256388,0.0,0.0,0.0,0.0
